,order_id,customer_id,product_id,order_date,quantity,total_amount
7961,O07962,C01295,P0379,2023-03-17,1,1028.64
7962,O07963,C00598,P0413,2023-08-23,2,684.14
7963,O07964,C00342,P0241,2024-06-27,3,4594.11
7964,O07965,C01964,P0221,2024-08-22,5,6026.85
7965,O07966,C00581,P0486,2024-02-08,4,1261.0
7966,O07967,C00969,P0266,2024-11-14,5,1621.85
7967,O07968,C01214,P0037,2024-03-04,2,210.56
7968,O07969,C01854,P0226,2024-03-23,4,6675.56
7969,O07970,C01579,P0110,2023-01-06,1,776.77
7970,O07971,C01457,P0083,2023-09-19,2,3038.1
7971,O07972,C01815,P0065,2024-05-24,4,5888.96
7972,O07973,C01241,P0300,2024-07-05,5,8707.65
7973,O07974,C01082,P0134,2024-03-20,3,4875.51
7974,O07975,C01966,P0261,2024-06-06,5,1018.9
7975,O07976,C00845,P0374,2023-05-24,4,6705.28
7976,O07977,C00935,P0262,2024-06-21,5,4425.75
7977,O07978,C00589,P0491,2024-03-14,1,1602.21
7978,O07979,C00827,P0498,2024-09-01,1,1990.58
7979,O07980,C01212,P0202,2024-01-25,1,1953.99
7980,O07981,C00554,P0482,2024-10-17,3,5027.58
7981,O07982,C01213,P0309,2024-02-04,1,445.2
7982,O07983,C00979,P0189,2024-09-19,1,641.08
7983,O07984,C01021,P0453,2023-02-25,4,1001.32
7984,O07985,C01821,P0463,2023-12-10,1,293.1
7985,O07986,C00222,P0205,2024-12-01,2,957.64
7986,O07987,C00256,P0444,2024-10-29,5,3278.1
7987,O07988,C01122,P0378,2023-10-07,3,5031.03
7988,O07989,C00930,P0341,2024-08-10,3,4001.52
7989,O07990,C01867,P0128,2023-01-22,5,9676.0
7990,O07991,C01991,P0169,2024-10-04,5,6337.1
7991,O07992,C00481,P0005,2023-02-11,2,3723.56
7992,O07993,C01198,P0381,2024-11-11,1,1203.96
7993,O07994,C00885,P0463,2023-01-08,4,1172.4
7994,O07995,C01080,P0103,2024-06-27,5,2433.15
7995,O07996,C00821,P0121,2023-02-20,1,1959.23
7996,O07997,C00551,P0047,2023-05-06,4,1030.04
7997,O07998,C00096,P0030,2023-08-02,3,3487.14
7998,O07999,C00099,P0179,2023-10-30,4,7800.16
7999,O08000,C01508,P0051,2023-12-09,3,3882.99
8000,O08001,C01885,P0462,2023-12-08,2,3818.72
8001,O08002,C00319,P0101,2023-01-28,3,3318.96
8002,O08003,C00474,P0407,2024-08-28,1,584.71
8003,O08004,C01341,P0159,2024-07-03,1,674.29
8004,O08005,C01123,P0351,2024-10-18,4,1562.56
8005,O08006,C01784,P0491,2023-11-01,1,1602.21
8006,O08007,C00681,P0428,2023-07-15,5,7910.95
8007,O08008,C00789,P0208,2024-02-26,1,754.39
8008,O08009,C00335,P0475,2023-05-01,5,4824.7
8009,O08010,C00150,P0293,2023-06-02,4,430.72
8010,O08011,C00627,P0140,2024-02-29,1,116.36
8011,O08012,C01458,P0292,2024-06-03,5,6696.75
8012,O08013,C00061,P0365,2023-08-05,4,6171.4
8013,O08014,C00556,P0050,2023-08-30,4,7788.64
8014,O08015,C01505,P0117,2024-10-17,5,3327.45
8015,O08016,C00957,P0326,2023-07-28,4,6755.16
8016,O08017,C00720,P0238,2024-09-30,1,1358.99
8017,O08018,C01041,P0296,2023-07-21,3,5215.95
8018,O08019,C00135,P0427,2024-12-23,1,1967.84
8019,O08020,C00184,P0086,2024-04-12,3,2746.32
8020,O08021,C01033,P0028,2023-11-01,5,8414.55
8021,O08022,C00012,P0284,2024-11-07,4,1409.04
8022,O08023,C00195,P0493,2023-11-18,2,591.4
8023,O08024,C00669,P0405,2023-08-15,5,6126.6
8024,O08025,C01750,P0263,2024-02-03,1,371.19
8025,O08026,C00318,P0435,2024-06-16,4,7610.32
8026,O08027,C00151,P0383,2024-02-08,3,542.73
8027,O08028,C01431,P0444,2023-11-09,4,2622.48
8028,O08029,C00602,P0297,2023-06-22,4,3438.56
8029,O08030,C01371,P0169,2023-07-07,3,3802.26
8030,O08031,C00076,P0052,2024-08-06,1,1190.28
8031,O08032,C01437,P0146,2024-05-20,5,8816.0
8032,O08033,C01352,P0181,2024-05-15,5,9675.35
8033,O08034,C01303,P0172,2023-12-11,3,5278.41
8034,O08035,C00831,P0261,2023-09-03,3,611.34
8035,O08036,C00797,P0075,2024-10-05,4,294.96
8036,O08037,C01066,P0123,2023-02-01,1,503.76
8037,O08038,C00894,P0357,2023-07-07,3,5115.39
8038,O08039,C00782,P0383,2023-03-23,4,723.64
8039,O08040,C01078,P0042,2023-07-13,1,1215.78
8040,O08041,C00352,P0239,2023-12-26,4,6450.32
8041,O08042,C01548,P0306,2023-07-21,3,421.5
8042,O08043,C00051,P0160,2024-06-18,2,3084.92
8043,O08044,C00535,P0113,2024-08-11,1,810.64
8044,O08045,C01388,P0319,2024-10-21,5,7473.9
8045,O08046,C00204,P0112,2024-11-12,2,3159.46
8046,O08047,C00431,P0265,2023-11-14,1,1216.14
8047,O08048,C00654,P0202,2024-02-05,2,3907.98
8048,O08049,C00574,P0383,2023-01-12,5,904.55
8049,O08050,C01322,P0447,2024-11-26,2,1831.54
8050,O08051,C01721,P0231,2023-04-30,4,3127.24
8051,O08052,C00715,P0300,2024-04-15,1,1741.53
8052,O08053,C00822,P0104,2023-01-25,2,1721.28
8053,O08054,C01968,P0261,2024-03-02,4,815.12
8054,O08055,C01395,P0174,2024-06-14,5,407.75
8055,O08056,C00766,P0407,2023-08-05,2,1169.42
8056,O08057,C01203,P0158,2024-06-22,2,2573.6
8057,O08058,C01330,P0115,2024-05-21,4,6016.04
8058,O08059,C00039,P0226,2023-05-08,1,1668.89
8059,O08060,C01757,P0192,2023-05-18,3,2828.43
8060,O08061,C00776,P0229,2023-07-14,1,1399.43
8061,O08062,C00237,P0040,2024-04-14,3,5467.17
8062,O08063,C00485,P0410,2023-12-04,4,1493.84
8063,O08064,C01206,P0438,2023-03-15,5,6545.75
8064,O08065,C01064,P0304,2023-05-24,5,5198.4
8065,O08066,C00385,P0086,2024-03-04,3,2746.32
8066,O08067,C00751,P0427,2024-03-21,4,7871.36
8067,O08068,C00152,P0079,2023-11-23,2,1560.9
8068,O08069,C00975,P0325,2023-10-01,4,5445.12
8069,O08070,C00763,P0378,2023-10-09,4,6708.04
8070,O08071,C01739,P0369,2024-03-08,4,7819.08
8071,O08072,C00270,P0108,2024-12-09,5,111.5
8072,O08073,C01892,P0272,2023-10-11,1,1472.29
8073,O08074,C01081,P0178,2024-07-25,3,2230.95
8074,O08075,C00715,P0430,2023-02-15,2,2772.64
8075,O08076,C01925,P0172,2023-10-04,3,5278.41
8076,O08077,C00406,P0422,2023-06-11,1,184.69
8077,O08078,C01098,P0163,2024-11-02,1,1307.14
8078,O08079,C01150,P0406,2023-12-24,2,1169.48
8079,O08080,C00675,P0257,2024-06-07,4,3779.56
8080,O08081,C01228,P0134,2023-01-27,5,8125.85
8081,O08082,C01624,P0385,2024-06-13,1,1924.73
8082,O08083,C01673,P0323,2023-11-11,4,4995.24
8083,O08084,C01047,P0264,2023-08-21,5,5152.2
8084,O08085,C00503,P0125,2023-07-27,1,947.43
8085,O08086,C00350,P0320,2023-11-19,2,982.86
8086,O08087,C00536,P0001,2023-09-18,5,9342.7
8087,O08088,C01168,P0129,2024-04-10,4,3055.96
8088,O08089,C01875,P0349,2023-08-29,2,2119.46
8089,O08090,C01653,P0185,2024-04-02,5,7975.85
8090,O08091,C00189,P0130,2023-06-08,5,6775.75
8091,O08092,C00400,P0426,2024-09-25,1,1956.82
8092,O08093,C01184,P0367,2023-02-07,1,776.79
8093,O08094,C01806,P0195,2024-12-15,4,3748.72
8094,O08095,C00558,P0200,2023-06-16,1,692.12
8095,O08096,C01478,P0348,2024-05-06,4,3835.0
8096,O08097,C00217,P0144,2023-09-24,1,769.93
8097,O08098,C00772,P0055,2023-05-18,1,925.39
8098,O08099,C01580,P0341,2023-04-19,4,5335.36
8099,O08100,C00550,P0392,2023-06-20,4,3571.88
8100,O08101,C01641,P0093,2023-05-18,3,2247.99
8101,O08102,C00884,P0458,2024-08-11,4,2516.96
8102,O08103,C01750,P0368,2023-04-28,1,138.37
8103,O08104,C00910,P0193,2024-10-06,4,4953.24
8104,O08105,C01293,P0035,2024-08-11,4,2319.04
8105,O08106,C00800,P0105,2024-06-10,1,1200.37
8106,O08107,C00949,P0066,2024-08-20,5,5617.65
8107,O08108,C00620,P0277,2023-03-10,1,63.16
8108,O08109,C01497,P0001,2024-07-07,5,9342.7
8109,O08110,C01451,P0061,2024-04-09,3,4830.45
8110,O08111,C00472,P0230,2023-03-10,5,5818.2
8111,O08112,C00895,P0123,2024-05-25,1,503.76
8112,O08113,C01842,P0296,2023-07-13,3,5215.95
8113,O08114,C00008,P0252,2023-12-16,1,1957.38
8114,O08115,C00923,P0493,2024-12-14,3,887.1
8115,O08116,C01073,P0074,2024-01-07,4,1707.96
8116,O08117,C00410,P0186,2024-12-01,2,462.06
8117,O08118,C01521,P0300,2023-05-18,2,3483.06
8118,O08119,C00497,P0358,2024-08-11,4,4700.72
8119,O08120,C01029,P0103,2024-05-06,5,2433.15
8120,O08121,C01065,P0300,2023-10-14,3,5224.59
8121,O08122,C01453,P0041,2024-11-20,1,459.55
8122,O08123,C01532,P0225,2024-04-16,5,2756.3
8123,O08124,C00423,P0020,2024-01-20,1,1603.5
8124,O08125,C00796,P0255,2023-01-26,5,772.0
8125,O08126,C01508,P0461,2024-05-27,5,6838.25
8126,O08127,C00277,P0174,2023-12-29,5,407.75
8127,O08128,C00363,P0119,2023-04-29,3,181.26
8128,O08129,C00084,P0110,2023-08-21,5,3883.85
8129,O08130,C00534,P0399,2023-09-25,2,2271.12
8130,O08131,C00854,P0312,2024-10-06,4,6003.88
8131,O08132,C00473,P0420,2023-04-05,4,198.4
8132,O08133,C01840,P0180,2023-07-12,3,424.11
8133,O08134,C00483,P0080,2023-07-10,4,6398.72
8134,O08135,C01132,P0381,2024-10-12,5,6019.8
8135,O08136,C00480,P0307,2023-04-05,3,5770.32
8136,O08137,C01985,P0370,2024-07-19,5,5000.0
8137,O08138,C00430,P0419,2024-09-20,1,629.71
8138,O08139,C00203,P0477,2023-09-07,2,1835.34
8139,O08140,C00160,P0443,2024-12-05,1,685.07
8140,O08141,C00960,P0292,2024-09-28,4,5357.4
8141,O08142,C01381,P0390,2024-09-16,2,1735.14
8142,O08143,C00844,P0009,2023-11-24,5,6235.75
8143,O08144,C00282,P0305,2023-11-20,2,2179.48
8144,O08145,C00251,P0330,2024-12-02,1,1241.75
8145,O08146,C00933,P0433,2024-04-14,3,3370.98
8146,O08147,C01940,P0330,2023-03-21,3,3725.25
8147,O08148,C01299,P0391,2023-04-18,4,5569.2
8148,O08149,C01841,P0237,2024-03-20,5,822.65
8149,O08150,C00313,P0146,2024-03-29,2,3526.4
8150,O08151,C00880,P0067,2023-02-19,5,723.6
8151,O08152,C01895,P0112,2024-11-17,1,1579.73
8152,O08153,C01717,P0380,2024-05-20,5,8606.05
8153,O08154,C00695,P0381,2023-02-03,1,1203.96
8154,O08155,C00810,P0046,2024-02-28,5,4592.7
8155,O08156,C00186,P0431,2024-11-28,4,2728.4
8156,O08157,C00327,P0299,2023-08-19,4,4682.04
8157,O08158,C01841,P0482,2024-01-19,4,6703.44
8158,O08159,C00381,P0473,2024-04-13,1,1878.18
8159,O08160,C00059,P0189,2023-03-06,3,1923.24
8160,O08161,C01603,P0097,2023-09-12,5,3137.05
8161,O08162,C01808,P0302,2024-07-31,2,2034.76
8162,O08163,C01550,P0459,2023-06-21,5,6043.1
8163,O08164,C00438,P0221,2024-08-18,4,4821.48
8164,O08165,C00204,P0476,2023-04-25,4,1036.52
8165,O08166,C01136,P0105,2024-08-24,4,4801.48
8166,O08167,C01742,P0030,2023-04-09,5,5811.9
8167,O08168,C01054,P0154,2023-06-21,1,1089.28
8168,O08169,C01612,P0373,2024-01-01,4,7435.16
8169,O08170,C00549,P0337,2023-04-19,1,1968.32
8170,O08171,C01619,P0015,2024-03-16,4,5836.8
8171,O08172,C01926,P0500,2023-06-15,1,322.4
8172,O08173,C00489,P0197,2024-08-29,3,4694.52
8173,O08174,C01111,P0038,2024-04-02,3,3470.97
8174,O08175,C01182,P0204,2023-11-02,5,8673.0
8175,O08176,C00990,P0489,2024-10-13,2,3846.88
8176,O08177,C01442,P0092,2023-11-30,5,8156.05
8177,O08178,C00382,P0193,2023-06-14,2,2476.62
8178,O08179,C00769,P0017,2024-08-26,1,1289.06
8179,O08180,C01204,P0170,2024-09-03,4,1317.0
8180,O08181,C00589,P0322,2024-11-01,1,1731.88
8181,O08182,C01161,P0363,2024-08-27,4,3032.44
8182,O08183,C00689,P0080,2024-09-19,5,7998.4
8183,O08184,C01409,P0374,2024-10-30,3,5028.96
8184,O08185,C01545,P0021,2023-12-18,4,1447.56
8185,O08186,C01514,P0467,2024-02-18,1,15.91
8186,O08187,C01355,P0407,2024-02-06,2,1169.42
8187,O08188,C01391,P0051,2023-02-12,4,5177.32
8188,O08189,C01905,P0024,2023-05-26,2,2844.14
8189,O08190,C01728,P0469,2023-12-26,2,197.2
8190,O08191,C00670,P0435,2024-10-19,2,3805.16
8191,O08192,C01985,P0427,2024-09-08,4,7871.36
8192,O08193,C00098,P0206,2024-06-29,3,1126.47
8193,O08194,C00986,P0350,2023-01-26,4,3035.92
8194,O08195,C01064,P0215,2024-01-16,5,8392.25
8195,O08196,C00143,P0381,2024-02-10,2,2407.92
8196,O08197,C00671,P0436,2023-09-06,1,1781.45
8197,O08198,C00199,P0340,2024-01-13,1,1635.48
8198,O08199,C00379,P0237,2023-06-20,2,329.06
8199,O08200,C01842,P0082,2024-03-31,3,5797.53
8200,O08201,C01096,P0288,2023-02-14,5,7430.1
8201,O08202,C00302,P0373,2024-05-29,2,3717.58
8202,O08203,C00545,P0015,2024-03-05,1,1459.2
8203,O08204,C00493,P0186,2024-01-29,2,462.06
8204,O08205,C00277,P0073,2024-01-19,2,1172.38
8205,O08206,C01666,P0128,2024-05-25,2,3870.4
8206,O08207,C00849,P0098,2024-08-02,2,1103.08
8207,O08208,C01316,P0031,2024-09-02,1,774.18
8208,O08209,C00067,P0312,2024-08-14,5,7504.85
8209,O08210,C00645,P0131,2024-08-27,1,302.22
8210,O08211,C00871,P0292,2023-02-15,4,5357.4
8211,O08212,C01967,P0370,2023-05-29,1,1000.0
8212,O08213,C01876,P0340,2023-09-02,3,4906.44
8213,O08214,C00451,P0014,2023-11-11,5,161.0
8214,O08215,C00315,P0210,2024-03-19,1,863.71
8215,O08216,C00434,P0101,2023-05-02,2,2212.64
8216,O08217,C00986,P0075,2024-06-17,4,294.96
8217,O08218,C01524,P0462,2024-09-05,5,9546.8
8218,O08219,C01995,P0287,2023-12-26,1,1084.4
8219,O08220,C00733,P0418,2023-12-19,1,1844.36
8220,O08221,C00448,P0126,2023-08-02,1,1431.12
8221,O08222,C00718,P0069,2024-11-05,4,4660.92
8222,O08223,C00137,P0268,2023-04-06,3,1893.87
8223,O08224,C00997,P0348,2023-11-28,2,1917.5
8224,O08225,C01696,P0308,2024-04-19,5,936.75
8225,O08226,C00366,P0381,2024-08-16,3,3611.88
8226,O08227,C00474,P0146,2023-05-13,3,5289.6
8227,O08228,C00067,P0127,2023-04-27,5,6686.9
8228,O08229,C00420,P0230,2023-11-11,5,5818.2
8229,O08230,C01056,P0423,2023-11-15,2,1980.14
8230,O08231,C00326,P0225,2024-11-15,5,2756.3
8231,O08232,C01592,P0152,2023-05-08,3,1071.99
8232,O08233,C00173,P0064,2024-10-31,4,1895.2
8233,O08234,C00850,P0310,2024-09-13,1,704.08
8234,O08235,C01874,P0414,2024-01-06,5,7284.5
8235,O08236,C01630,P0114,2024-02-12,1,1178.36
8236,O08237,C00184,P0357,2023-11-22,5,8525.65
8237,O08238,C01388,P0422,2023-08-24,1,184.69
8238,O08239,C00653,P0146,2023-07-23,4,7052.8
8239,O08240,C01372,P0294,2024-03-29,5,5273.25
8240,O08241,C01142,P0263,2023-07-06,4,1484.76
8241,O08242,C00923,P0140,2023-04-22,1,116.36
8242,O08243,C01715,P0489,2023-07-21,3,5770.32
8243,O08244,C01214,P0339,2023-07-19,1,1321.67
8244,O08245,C00597,P0278,2023-11-19,3,1244.34
8245,O08246,C00750,P0442,2024-11-13,1,1811.22
8246,O08247,C01655,P0215,2023-12-30,5,8392.25
8247,O08248,C01707,P0410,2023-01-16,5,1867.3
8248,O08249,C00819,P0496,2023-02-24,3,412.86
8249,O08250,C01440,P0211,2024-01-14,2,2102.7
8250,O08251,C00743,P0030,2023-01-10,4,4649.52
8251,O08252,C00151,P0300,2024-05-10,1,1741.53
8252,O08253,C00065,P0045,2024-12-29,1,622.31
8253,O08254,C00189,P0010,2024-09-11,4,3902.12
8254,O08255,C00191,P0393,2024-08-18,2,3239.96
8255,O08256,C00416,P0473,2024-10-18,2,3756.36
8256,O08257,C00419,P0159,2024-12-27,4,2697.16
8257,O08258,C01840,P0242,2024-07-24,4,1650.36
8258,O08259,C01971,P0075,2024-06-08,5,368.7
8259,O08260,C00925,P0164,2023-04-05,2,1070.12
8260,O08261,C00988,P0165,2023-11-29,5,9858.85
8261,O08262,C01182,P0152,2024-04-25,1,357.33
8262,O08263,C01567,P0403,2024-09-17,3,5232.09
8263,O08264,C01507,P0277,2024-04-09,3,189.48
8264,O08265,C01274,P0317,2023-03-25,5,5873.6
8265,O08266,C00145,P0314,2023-11-09,3,1798.41
8266,O08267,C01599,P0180,2024-12-02,1,141.37
8267,O08268,C00170,P0004,2023-09-25,4,2606.84
8268,O08269,C00343,P0358,2023-02-22,2,2350.36
8269,O08270,C00896,P0475,2023-11-14,3,2894.82
8270,O08271,C01723,P0349,2023-04-06,3,3179.19
8271,O08272,C01673,P0313,2024-02-13,5,4926.7
8272,O08273,C01718,P0420,2023-08-28,2,99.2
8273,O08274,C00727,P0228,2023-09-05,5,1589.15
8274,O08275,C01031,P0225,2024-04-26,1,551.26
8275,O08276,C01233,P0417,2024-09-30,5,556.7
8276,O08277,C00383,P0358,2023-06-29,4,4700.72
8277,O08278,C01407,P0334,2024-01-20,5,7801.35
8278,O08279,C01562,P0249,2024-01-03,3,4609.62
8279,O08280,C01876,P0038,2023-01-14,2,2313.98
8280,O08281,C00401,P0356,2023-11-04,2,195.82
8281,O08282,C00718,P0326,2023-04-30,3,5066.37
8282,O08283,C01351,P0470,2024-06-04,5,3248.3
8283,O08284,C01403,P0115,2023-11-22,3,4512.03
8284,O08285,C00743,P0405,2024-01-18,1,1225.32
8285,O08286,C00394,P0432,2024-05-15,4,5148.32
8286,O08287,C01102,P0180,2024-02-06,3,424.11
8287,O08288,C01912,P0294,2023-01-25,5,5273.25
8288,O08289,C00008,P0157,2023-10-12,3,2477.73
8289,O08290,C01295,P0105,2023-04-11,3,3601.11
8290,O08291,C01901,P0168,2023-07-08,1,1006.63
8291,O08292,C00639,P0166,2024-11-02,3,186.57
8292,O08293,C01143,P0358,2024-07-30,2,2350.36
8293,O08294,C01836,P0458,2023-05-08,3,1887.72
8294,O08295,C00649,P0305,2024-01-10,2,2179.48
8295,O08296,C00441,P0116,2023-11-04,3,862.77
8296,O08297,C01525,P0457,2024-10-04,3,5193.69
8297,O08298,C00357,P0071,2023-09-20,1,1385.04
8298,O08299,C01276,P0421,2023-05-22,5,7602.25
8299,O08300,C01189,P0421,2024-11-28,2,3040.9
8300,O08301,C00128,P0313,2024-08-15,3,2956.02
8301,O08302,C00897,P0489,2023-02-08,3,5770.32
8302,O08303,C01145,P0371,2024-04-22,2,2959.88
8303,O08304,C00406,P0291,2023-11-23,4,3563.6
8304,O08305,C00465,P0011,2023-06-29,1,1475.31
8305,O08306,C01171,P0074,2023-12-16,4,1707.96
8306,O08307,C01277,P0076,2023-12-01,5,4313.65
8307,O08308,C01688,P0494,2023-02-11,3,5741.49
8308,O08309,C01996,P0190,2024-02-16,5,3430.2
8309,O08310,C00335,P0186,2024-06-26,4,924.12
8310,O08311,C01943,P0053,2024-08-05,4,3584.88
8311,O08312,C00626,P0491,2023-01-20,1,1602.21
8312,O08313,C00839,P0340,2023-02-02,2,3270.96
8313,O08314,C01075,P0057,2023-02-11,5,5001.8
8314,O08315,C01704,P0227,2024-08-24,3,1347.33
8315,O08316,C01863,P0252,2024-11-19,3,5872.14
8316,O08317,C00203,P0022,2023-05-01,3,221.46
8317,O08318,C01636,P0129,2023-01-24,4,3055.96
8318,O08319,C01933,P0470,2023-02-07,1,649.66
8319,O08320,C01947,P0369,2024-09-26,3,5864.31
8320,O08321,C00456,P0216,2023-02-02,2,3052.06
8321,O08322,C01909,P0225,2024-12-05,5,2756.3
8322,O08323,C00667,P0374,2024-10-23,2,3352.64
8323,O08324,C00327,P0108,2023-05-31,1,22.3
8324,O08325,C00951,P0443,2024-05-30,1,685.07
8325,O08326,C01161,P0408,2023-02-14,5,5837.4
8326,O08327,C01229,P0071,2024-10-12,4,5540.16
8327,O08328,C01620,P0263,2024-11-20,3,1113.57
8328,O08329,C01593,P0411,2024-08-20,1,873.95
8329,O08330,C00368,P0150,2023-03-09,2,2415.08
8330,O08331,C00157,P0408,2024-08-27,2,2334.96
8331,O08332,C01608,P0182,2023-06-25,4,6644.88
8332,O08333,C01646,P0177,2024-04-23,4,4965.04
8333,O08334,C01779,P0215,2024-08-18,1,1678.45
8334,O08335,C01701,P0042,2024-12-07,4,4863.12
8335,O08336,C01841,P0248,2023-11-25,2,2400.64
8336,O08337,C00752,P0288,2023-05-29,2,2972.04
8337,O08338,C00831,P0311,2023-03-07,3,1362.9
8338,O08339,C01944,P0458,2024-10-11,4,2516.96
8339,O08340,C01962,P0240,2024-10-29,2,3297.86
8340,O08341,C01177,P0449,2024-11-06,3,566.88
8341,O08342,C01515,P0170,2023-06-21,4,1317.0
8342,O08343,C00594,P0244,2024-06-07,3,5530.74
8343,O08344,C01075,P0226,2024-02-24,5,8344.45
8344,O08345,C01464,P0015,2023-03-15,1,1459.2
8345,O08346,C01666,P0324,2023-07-20,2,3639.92
8346,O08347,C01878,P0183,2023-09-23,2,1524.3
8347,O08348,C01693,P0242,2024-03-05,5,2062.95
8348,O08349,C01272,P0482,2024-12-08,1,1675.86
8349,O08350,C01344,P0319,2023-09-23,4,5979.12
8350,O08351,C01282,P0147,2023-02-10,3,259.59
8351,O08352,C01114,P0377,2024-02-17,3,3896.61
8352,O08353,C01731,P0437,2023-06-03,4,1861.6
8353,O08354,C01229,P0325,2023-04-23,5,6806.4
8354,O08355,C01188,P0006,2023-06-10,5,4681.8
8355,O08356,C00441,P0248,2023-04-09,5,6001.6
8356,O08357,C00519,P0237,2024-11-25,2,329.06
8357,O08358,C01774,P0268,2023-08-26,3,1893.87
8358,O08359,C00001,P0338,2023-03-09,1,1844.1
8359,O08360,C00552,P0288,2023-09-22,3,4458.06
8360,O08361,C01438,P0261,2023-06-11,4,815.12
8361,O08362,C00347,P0158,2024-05-25,4,5147.2
8362,O08363,C00737,P0230,2024-03-08,2,2327.28
8363,O08364,C00241,P0277,2023-12-01,5,315.8
8364,O08365,C01973,P0033,2024-12-20,4,247.64
8365,O08366,C00244,P0312,2024-02-19,2,3001.94
8366,O08367,C01724,P0381,2023-06-03,5,6019.8
8367,O08368,C00220,P0164,2024-04-24,5,2675.3
8368,O08369,C00631,P0366,2023-09-11,5,5044.25
8369,O08370,C00731,P0133,2024-11-03,2,431.26
8370,O08371,C01292,P0234,2024-03-22,4,4926.2
8371,O08372,C01051,P0418,2023-07-05,4,7377.44
8372,O08373,C00170,P0378,2023-06-20,1,1677.01
8373,O08374,C01148,P0342,2024-10-14,4,503.88
8374,O08375,C01245,P0036,2024-09-24,3,5341.11
8375,O08376,C01778,P0278,2024-04-24,3,1244.34
8376,O08377,C00950,P0145,2023-06-07,4,1814.92
8377,O08378,C00895,P0104,2023-11-28,4,3442.56
8378,O08379,C00728,P0251,2024-09-26,3,85.95
8379,O08380,C00731,P0081,2023-12-21,2,3394.36
8380,O08381,C01585,P0143,2024-08-28,1,1549.15
8381,O08382,C01434,P0471,2024-11-12,4,82.72
8382,O08383,C01387,P0131,2023-10-14,3,906.66
8383,O08384,C01368,P0153,2024-04-22,5,4048.65
8384,O08385,C01448,P0364,2024-05-19,3,2791.02
8385,O08386,C00659,P0372,2023-02-04,1,1242.11
8386,O08387,C00152,P0083,2023-12-08,1,1519.05
8387,O08388,C01544,P0261,2024-04-12,1,203.78
8388,O08389,C00490,P0116,2023-04-24,3,862.77
8389,O08390,C00773,P0055,2023-05-09,5,4626.95
8390,O08391,C00670,P0065,2024-08-19,3,4416.72
8391,O08392,C00032,P0208,2023-08-01,2,1508.78
8392,O08393,C01395,P0347,2024-05-12,1,452.69
8393,O08394,C01493,P0298,2023-04-09,4,6284.48
8394,O08395,C01010,P0399,2024-12-15,3,3406.68
8395,O08396,C01577,P0239,2024-10-27,3,4837.74
8396,O08397,C01355,P0165,2023-07-25,1,1971.77
8397,O08398,C01978,P0327,2024-04-08,5,4715.0
8398,O08399,C00863,P0172,2024-03-10,2,3518.94
8399,O08400,C01049,P0282,2023-04-28,4,278.36
8400,O08401,C01488,P0408,2024-08-05,1,1167.48
8401,O08402,C01815,P0474,2023-07-28,4,5149.04
8402,O08403,C00417,P0031,2023-12-23,2,1548.36
8403,O08404,C01994,P0026,2023-10-08,4,5265.64
8404,O08405,C00168,P0352,2024-09-17,5,6134.55
8405,O08406,C00658,P0449,2023-09-28,1,188.96
8406,O08407,C00491,P0030,2024-11-09,5,5811.9
8407,O08408,C00126,P0122,2023-03-20,1,539.16
8408,O08409,C01584,P0437,2023-02-28,1,465.4
8409,O08410,C01271,P0411,2023-07-26,3,2621.85
8410,O08411,C01861,P0151,2023-09-09,5,192.15
8411,O08412,C00999,P0051,2024-02-24,2,2588.66
8412,O08413,C00727,P0316,2024-03-24,4,2422.72
8413,O08414,C01545,P0169,2024-05-29,4,5069.68
8414,O08415,C01790,P0477,2023-10-04,2,1835.34
8415,O08416,C01766,P0367,2023-08-27,3,2330.37
8416,O08417,C00430,P0098,2024-06-24,3,1654.62
8417,O08418,C00738,P0034,2024-08-20,3,5531.52
8418,O08419,C00679,P0160,2023-09-02,2,3084.92
8419,O08420,C01070,P0302,2024-06-23,3,3052.14
8420,O08421,C01033,P0119,2023-09-11,4,241.68
8421,O08422,C00823,P0191,2024-10-08,1,112.38
8422,O08423,C00670,P0449,2024-10-09,2,377.92
8423,O08424,C01848,P0365,2024-06-09,4,6171.4
8424,O08425,C00032,P0316,2023-12-07,5,3028.4
8425,O08426,C01617,P0384,2023-08-05,2,172.76
8426,O08427,C00128,P0145,2023-11-04,4,1814.92
8427,O08428,C00677,P0298,2024-01-24,2,3142.24
8428,O08429,C01335,P0409,2024-03-08,5,4450.55
8429,O08430,C00749,P0425,2024-12-16,2,3644.06
8430,O08431,C01100,P0031,2023-08-12,1,774.18
8431,O08432,C00736,P0044,2023-05-30,1,580.32
8432,O08433,C01799,P0137,2023-08-02,1,1569.19
8433,O08434,C01615,P0351,2024-10-24,2,781.28
8434,O08435,C01922,P0486,2024-10-14,5,1576.25
8435,O08436,C01842,P0297,2024-05-20,1,859.64
8436,O08437,C01874,P0040,2024-11-24,5,9111.95
8437,O08438,C01039,P0399,2023-02-22,1,1135.56
8438,O08439,C00325,P0319,2024-09-01,2,2989.56
8439,O08440,C01380,P0484,2024-12-15,1,1397.57
8440,O08441,C00472,P0473,2023-12-31,2,3756.36
8441,O08442,C00817,P0469,2024-06-16,3,295.8
8442,O08443,C00870,P0338,2023-06-22,2,3688.2
8443,O08444,C01929,P0472,2024-12-14,5,7049.7
8444,O08445,C01020,P0303,2023-04-21,2,2104.96
8445,O08446,C00799,P0242,2023-05-03,4,1650.36
