"shipping_id","order_id","shipping_date","shipping_method","shipping_status","flag_shiptype"
3890,3495,"2025-01-11","Same-day","Delivered","Fast"
3891,3694,"2024-10-07","Express","Shipped","Fast"
3892,2873,"2024-04-08","Same-day","Pending","Fast"
3893,1915,"2025-07-08","Same-day","Delivered","Fast"
3894,536,"2024-11-16","Standard","Pending","Normal"
3895,4560,"2023-12-07","Express","Shipped","Fast"
3896,373,"2024-05-15","Standard","Delivered","Normal"
3897,2849,"2024-08-03","Express","Shipped","Fast"
3898,4006,"2025-02-01","Same-day","Shipped","Fast"
3899,3249,"2024-11-09","Same-day","Pending","Fast"
3900,1978,"2024-08-09","Same-day","Delivered","Fast"
3901,718,"2024-03-21","Standard","Lost","Normal"
3902,297,"2024-01-01","Express","Pending","Fast"
3903,666,"2024-03-09","Standard","Shipped","Normal"
3904,220,"2025-06-07","Standard","Pending","Normal"
3905,4374,"2023-10-09","Express","Pending","Fast"
3906,4937,"2025-06-06","Standard","Pending","Normal"
3907,3327,"2024-11-15","Same-day","Lost","Fast"
3908,2723,"2025-01-01","Express","Lost","Fast"
3909,2420,"2023-12-04","Same-day","Pending","Fast"
3910,3335,"2023-12-20","Express","Delivered","Fast"
3911,776,"2025-05-28","Express","Delivered","Fast"
3912,1358,"2025-01-08","Express","Shipped","Fast"
3913,2639,"2023-12-02","Express","Delivered","Fast"
3914,1851,"2025-06-24","Standard","Lost","Normal"
3915,3246,"2025-03-20","Express","Lost","Fast"
3916,307,"2025-06-07","Standard","Delivered","Normal"
3917,3183,"2024-02-14","Same-day","Lost","Fast"
3918,2365,"2025-04-12","Same-day","Shipped","Fast"
3919,175,"2025-06-16","Same-day","Lost","Fast"
3920,504,"2023-09-10","Same-day","Lost","Fast"
3921,2302,"2024-08-01","Standard","Pending","Normal"
3922,3612,"2023-08-09","Standard","Shipped","Normal"
3923,2381,"2025-02-22","Same-day","Pending","Fast"
3924,4269,"2024-01-05","Standard","Pending","Normal"
3925,3277,"2025-04-04","Standard","Delivered","Normal"
3926,3801,"2025-02-28","Same-day","Shipped","Fast"
3927,4911,"2024-09-24","Express","Lost","Fast"
3928,2461,"2025-05-06","Standard","Pending","Normal"
3929,4600,"2025-06-24","Standard","Lost","Normal"
3930,3102,"2023-09-04","Same-day","Delivered","Fast"
3931,4784,"2024-06-16","Standard","Lost","Normal"
3932,4251,"2024-10-06","Standard","Delivered","Normal"
3933,4841,"2023-11-01","Standard","Pending","Normal"
3934,2226,"2023-10-19","Express","Delivered","Fast"
3935,4168,"2025-01-22","Express","Lost","Fast"
3936,2068,"2024-03-13","Express","Lost","Fast"
3937,4234,"2024-01-03","Express","Shipped","Fast"
3938,569,"2023-08-20","Same-day","Pending","Fast"
3939,3829,"2025-07-14","Same-day","Pending","Fast"
3940,100,"2024-04-28","Same-day","Shipped","Fast"
3941,2019,"2024-06-10","Same-day","Pending","Fast"
3942,3321,"2023-11-23","Express","Delivered","Fast"
3943,873,"2024-03-28","Same-day","Lost","Fast"
3944,208,"2023-12-23","Standard","Pending","Normal"
3945,439,"2024-05-07","Same-day","Delivered","Fast"
3946,3736,"2023-09-16","Same-day","Lost","Fast"
3947,3839,"2024-10-05","Standard","Lost","Normal"
3948,33,"2024-07-25","Standard","Pending","Normal"
3949,589,"2024-11-04","Express","Lost","Fast"
3950,3642,"2024-02-01","Express","Pending","Fast"
3951,3984,"2023-09-29","Same-day","Shipped","Fast"
3952,1818,"2025-06-07","Express","Lost","Fast"
3953,3937,"2024-03-16","Standard","Pending","Normal"
3954,2566,"2025-07-09","Express","Pending","Fast"
3955,4704,"2025-06-25","Same-day","Shipped","Fast"
3956,2540,"2025-06-08","Same-day","Delivered","Fast"
3957,4879,"2024-07-17","Standard","Lost","Normal"
3958,1617,"2023-10-26","Express","Shipped","Fast"
3959,1655,"2023-08-19","Same-day","Shipped","Fast"
3960,303,"2024-01-26","Standard","Lost","Normal"
3961,3639,"2023-10-15","Standard","Pending","Normal"
3962,4324,"2024-11-27","Same-day","Lost","Fast"
3963,846,"2024-12-11","Express","Pending","Fast"
3964,907,"2024-11-12","Same-day","Shipped","Fast"
3965,606,"2024-07-24","Express","Pending","Fast"
3966,3624,"2024-12-26","Standard","Pending","Normal"
3967,874,"2023-08-04","Standard","Lost","Normal"
3968,4701,"2024-04-26","Express","Delivered","Fast"
3969,3467,"2024-11-11","Express","Shipped","Fast"
3970,427,"2025-02-22","Standard","Delivered","Normal"
3971,300,"2025-03-27","Express","Lost","Fast"
3972,2278,"2025-06-14","Standard","Delivered","Normal"
3973,194,"2025-04-17","Express","Shipped","Fast"
3974,1395,"2024-06-03","Same-day","Shipped","Fast"
3975,761,"2023-09-04","Standard","Lost","Normal"
3976,2196,"2024-11-07","Same-day","Pending","Fast"
3977,2348,"2025-04-29","Same-day","Delivered","Fast"
3978,2407,"2024-03-06","Same-day","Pending","Fast"
3979,706,"2024-04-21","Express","Shipped","Fast"
3980,2922,"2023-10-02","Express","Pending","Fast"
3981,2738,"2023-08-11","Same-day","Shipped","Fast"
3982,4849,"2024-01-18","Same-day","Shipped","Fast"
3983,3465,"2024-10-23","Express","Shipped","Fast"
3984,3668,"2023-08-21","Same-day","Lost","Fast"
3985,2289,"2025-04-12","Standard","Lost","Normal"
3986,1864,"2024-06-22","Standard","Pending","Normal"
3987,1904,"2025-05-28","Standard","Lost","Normal"
3988,1912,"2024-01-14","Express","Lost","Fast"
3989,4252,"2025-01-18","Same-day","Pending","Fast"
3990,2483,"2024-12-18","Express","Pending","Fast"
3991,4626,"2024-08-01","Express","Delivered","Fast"
3992,3336,"2023-12-21","Standard","Delivered","Normal"
3993,2806,"2024-01-14","Express","Delivered","Fast"
3994,3065,"2024-05-14","Express","Delivered","Fast"
3995,1326,"2024-01-20","Same-day","Shipped","Fast"
3996,1875,"2025-04-26","Express","Delivered","Fast"
3997,4650,"2025-05-17","Same-day","Shipped","Fast"
3998,893,"2023-10-24","Same-day","Delivered","Fast"
3999,3933,"2024-04-01","Standard","Lost","Normal"
4000,218,"2023-11-27","Express","Lost","Fast"
4001,1730,"2024-05-12","Express","Pending","Fast"
4002,1919,"2024-10-23","Same-day","Pending","Fast"
4003,2951,"2025-07-01","Standard","Delivered","Normal"
4004,1998,"2024-10-24","Express","Shipped","Fast"
4005,11,"2024-06-02","Standard","Shipped","Normal"
4006,454,"2024-10-13","Same-day","Shipped","Fast"
4007,2549,"2024-09-20","Standard","Delivered","Normal"
4008,4798,"2025-06-27","Same-day","Lost","Fast"
4009,4781,"2024-07-13","Standard","Shipped","Normal"
4010,1476,"2025-06-26","Standard","Shipped","Normal"
4011,3152,"2024-12-07","Standard","Lost","Normal"
4012,3312,"2024-03-25","Express","Lost","Fast"
4013,2851,"2024-05-24","Same-day","Shipped","Fast"
4014,1757,"2024-07-09","Same-day","Shipped","Fast"
4015,3162,"2024-09-13","Standard","Pending","Normal"
4016,915,"2024-11-06","Same-day","Lost","Fast"
4017,3913,"2024-02-03","Express","Shipped","Fast"
4018,3739,"2023-11-03","Express","Delivered","Fast"
4019,1929,"2024-04-03","Standard","Lost","Normal"
4020,851,"2025-01-04","Same-day","Shipped","Fast"
4021,3723,"2025-04-24","Standard","Shipped","Normal"
4022,1774,"2023-12-10","Express","Lost","Fast"
4023,4653,"2023-11-25","Express","Delivered","Fast"
4024,2486,"2025-03-03","Same-day","Delivered","Fast"
4025,3503,"2024-09-06","Same-day","Pending","Fast"
4026,1268,"2023-07-27","Express","Shipped","Fast"
4027,2237,"2025-03-26","Same-day","Lost","Fast"
4028,4150,"2024-01-30","Same-day","Pending","Fast"
4029,4058,"2024-01-31","Same-day","Delivered","Fast"
4030,1248,"2024-08-27","Express","Delivered","Fast"
4031,1607,"2024-05-05","Express","Shipped","Fast"
4032,4589,"2024-01-17","Express","Shipped","Fast"
4033,2859,"2024-02-21","Standard","Lost","Normal"
4034,4310,"2024-05-16","Same-day","Lost","Fast"
4035,3082,"2024-01-11","Same-day","Lost","Fast"
4036,2700,"2025-06-22","Same-day","Delivered","Fast"
4037,1996,"2023-10-18","Same-day","Delivered","Fast"
4038,1257,"2025-02-28","Express","Lost","Fast"
4039,3926,"2025-02-01","Same-day","Pending","Fast"
4040,3179,"2024-02-13","Same-day","Pending","Fast"
4041,4534,"2025-03-05","Standard","Shipped","Normal"
4042,3713,"2024-03-27","Standard","Lost","Normal"
4043,758,"2024-02-05","Standard","Delivered","Normal"
4044,2137,"2023-11-05","Standard","Shipped","Normal"
4045,641,"2024-10-09","Same-day","Pending","Fast"
4046,1978,"2023-07-24","Standard","Delivered","Normal"
4047,2241,"2023-10-11","Express","Pending","Fast"
4048,4723,"2024-09-30","Same-day","Pending","Fast"
4049,1645,"2024-11-16","Express","Pending","Fast"
4050,1019,"2024-09-04","Express","Delivered","Fast"
4051,3946,"2023-11-18","Standard","Delivered","Normal"
4052,4989,"2023-12-24","Same-day","Delivered","Fast"
4053,3200,"2025-01-12","Express","Shipped","Fast"
4054,3608,"2024-12-24","Standard","Lost","Normal"
4055,274,"2023-11-16","Express","Shipped","Fast"
4056,3527,"2024-06-04","Same-day","Shipped","Fast"
4057,49,"2025-05-14","Same-day","Shipped","Fast"
4058,2993,"2024-09-04","Standard","Lost","Normal"
4059,2981,"2024-05-15","Standard","Pending","Normal"
4060,4582,"2025-07-01","Same-day","Delivered","Fast"
4061,830,"2024-06-07","Express","Shipped","Fast"
4062,3914,"2023-10-01","Standard","Pending","Normal"
4063,1876,"2025-01-21","Standard","Pending","Normal"
4064,2617,"2024-06-22","Same-day","Shipped","Fast"
4065,3789,"2023-11-30","Standard","Delivered","Normal"
4066,4977,"2024-05-01","Standard","Shipped","Normal"
4067,1027,"2025-06-17","Same-day","Lost","Fast"
4068,971,"2024-03-30","Same-day","Lost","Fast"
4069,995,"2025-06-08","Same-day","Lost","Fast"
4070,3184,"2024-08-23","Same-day","Shipped","Fast"
4071,1117,"2024-03-12","Express","Delivered","Fast"
4072,2778,"2023-09-01","Express","Delivered","Fast"
4073,201,"2025-02-16","Standard","Pending","Normal"
4074,3222,"2025-05-01","Standard","Pending","Normal"
4075,4813,"2024-01-09","Standard","Pending","Normal"
4076,4566,"2023-11-29","Same-day","Shipped","Fast"
4077,1540,"2024-11-03","Standard","Lost","Normal"
4078,3040,"2025-06-24","Standard","Shipped","Normal"
4079,2155,"2024-04-27","Express","Delivered","Fast"
4080,3221,"2025-04-04","Express","Lost","Fast"
4081,2477,"2024-06-06","Express","Delivered","Fast"
4082,3283,"2024-04-30","Express","Delivered","Fast"
4083,1710,"2023-11-29","Standard","Delivered","Normal"
4084,4855,"2024-04-18","Standard","Shipped","Normal"
4085,4384,"2025-03-29","Standard","Pending","Normal"
4086,4883,"2024-04-22","Express","Pending","Fast"
4087,3669,"2023-12-15","Same-day","Delivered","Fast"
4088,128,"2024-03-20","Same-day","Pending","Fast"
4089,833,"2023-07-26","Same-day","Pending","Fast"
4090,2425,"2024-04-23","Standard","Shipped","Normal"
4091,2685,"2024-12-23","Express","Pending","Fast"
4092,2955,"2024-12-23","Express","Shipped","Fast"
4093,3982,"2025-07-04","Standard","Delivered","Normal"
4094,41,"2024-09-06","Standard","Pending","Normal"
4095,1891,"2025-01-23","Same-day","Shipped","Fast"
4096,4910,"2025-03-09","Express","Delivered","Fast"
4097,1945,"2025-05-18","Standard","Pending","Normal"
4098,2053,"2024-08-30","Standard","Shipped","Normal"
4099,1084,"2024-09-26","Standard","Lost","Normal"
4100,3895,"2024-04-06","Standard","Lost","Normal"
4101,812,"2023-10-04","Standard","Shipped","Normal"
4102,4432,"2024-07-25","Same-day","Shipped","Fast"
4103,3237,"2024-02-25","Same-day","Pending","Fast"
4104,3257,"2024-01-30","Express","Lost","Fast"
4105,4778,"2024-08-14","Standard","Lost","Normal"
4106,1237,"2024-01-07","Standard","Pending","Normal"
4107,2967,"2024-05-20","Same-day","Delivered","Fast"
4108,2640,"2024-05-26","Express","Shipped","Fast"
4109,1034,"2023-10-19","Standard","Delivered","Normal"
4110,4951,"2024-10-31","Standard","Shipped","Normal"
4111,449,"2023-11-30","Express","Lost","Fast"
4112,2698,"2024-08-31","Standard","Pending","Normal"
4113,196,"2023-12-27","Standard","Pending","Normal"
4114,1423,"2024-05-18","Standard","Delivered","Normal"
4115,3191,"2023-11-17","Same-day","Shipped","Fast"
4116,440,"2024-08-05","Same-day","Pending","Fast"
4117,59,"2024-12-05","Standard","Delivered","Normal"
4118,393,"2023-09-05","Same-day","Pending","Fast"
4119,658,"2024-06-09","Standard","Shipped","Normal"
4120,911,"2025-03-20","Same-day","Pending","Fast"
4121,454,"2025-04-27","Express","Pending","Fast"
4122,682,"2024-10-15","Same-day","Delivered","Fast"
4123,2677,"2025-05-29","Standard","Shipped","Normal"
4124,3475,"2024-08-02","Standard","Pending","Normal"
4125,605,"2024-12-15","Express","Lost","Fast"
4126,3402,"2024-04-27","Same-day","Delivered","Fast"
4127,577,"2025-07-18","Standard","Lost","Normal"
4128,4796,"2024-10-19","Same-day","Pending","Fast"
4129,3766,"2024-11-27","Standard","Pending","Normal"
4130,1578,"2024-11-07","Same-day","Pending","Fast"
4131,4603,"2024-12-28","Standard","Delivered","Normal"
4132,2113,"2024-12-28","Standard","Delivered","Normal"
4133,2068,"2023-12-20","Express","Shipped","Fast"
4134,4213,"2025-07-18","Express","Pending","Fast"
4135,671,"2024-02-22","Same-day","Lost","Fast"
4136,1142,"2024-08-13","Express","Lost","Fast"
4137,719,"2023-10-31","Same-day","Delivered","Fast"
4138,1893,"2024-11-09","Express","Delivered","Fast"
4139,10,"2025-06-22","Standard","Pending","Normal"
4140,385,"2024-05-07","Same-day","Delivered","Fast"
4141,4556,"2024-06-26","Express","Pending","Fast"
4142,4195,"2024-08-01","Express","Delivered","Fast"
4143,1147,"2025-06-01","Express","Shipped","Fast"
4144,1583,"2023-11-05","Same-day","Pending","Fast"
4145,4349,"2024-05-16","Express","Pending","Fast"
4146,2482,"2024-11-07","Standard","Shipped","Normal"
4147,3076,"2025-05-26","Same-day","Lost","Fast"
4148,4694,"2023-11-11","Same-day","Delivered","Fast"
4149,420,"2024-06-22","Same-day","Shipped","Fast"
4150,4594,"2024-07-23","Standard","Delivered","Normal"
4151,3317,"2024-06-25","Express","Lost","Fast"
4152,3917,"2024-05-26","Same-day","Pending","Fast"
4153,1048,"2023-12-10","Express","Pending","Fast"
4154,1611,"2023-08-20","Same-day","Shipped","Fast"
4155,1787,"2025-04-06","Same-day","Delivered","Fast"
4156,603,"2024-03-20","Express","Shipped","Fast"
4157,503,"2025-05-01","Standard","Delivered","Normal"
4158,2161,"2024-07-03","Same-day","Shipped","Fast"
4159,2150,"2024-02-24","Standard","Delivered","Normal"
4160,4336,"2023-12-18","Express","Lost","Fast"
4161,1023,"2025-06-22","Standard","Shipped","Normal"
4162,4046,"2025-01-02","Same-day","Delivered","Fast"
4163,3820,"2025-03-24","Standard","Shipped","Normal"
4164,2008,"2024-08-20","Express","Delivered","Fast"
4165,3381,"2025-07-02","Standard","Shipped","Normal"
4166,2973,"2024-01-14","Same-day","Pending","Fast"
4167,2597,"2024-12-17","Standard","Pending","Normal"
4168,3433,"2024-09-18","Same-day","Lost","Fast"
4169,576,"2024-11-09","Standard","Lost","Normal"
4170,4964,"2023-08-27","Express","Pending","Fast"
4171,1135,"2024-03-30","Express","Shipped","Fast"
4172,1036,"2025-02-23","Standard","Shipped","Normal"
4173,589,"2025-06-29","Same-day","Shipped","Fast"
4174,4345,"2024-07-06","Express","Lost","Fast"
4175,4481,"2024-12-17","Standard","Delivered","Normal"
4176,1116,"2025-01-28","Same-day","Delivered","Fast"
4177,1145,"2024-03-29","Express","Delivered","Fast"
4178,172,"2025-05-25","Standard","Lost","Normal"
4179,3365,"2024-11-02","Express","Pending","Fast"
4180,1748,"2024-05-23","Express","Shipped","Fast"
4181,669,"2025-02-17","Same-day","Shipped","Fast"
4182,4312,"2023-12-26","Express","Lost","Fast"
4183,3258,"2023-09-27","Same-day","Shipped","Fast"
4184,2355,"2025-05-05","Express","Lost","Fast"
4185,996,"2023-09-26","Same-day","Delivered","Fast"
4186,3938,"2024-05-20","Same-day","Shipped","Fast"
4187,3150,"2024-02-18","Same-day","Shipped","Fast"
4188,518,"2024-01-30","Same-day","Pending","Fast"
4189,1830,"2025-02-20","Standard","Delivered","Normal"
4190,239,"2025-06-29","Express","Delivered","Fast"
4191,1275,"2024-07-30","Express","Lost","Fast"
4192,1554,"2023-11-11","Same-day","Delivered","Fast"
4193,3388,"2025-02-19","Standard","Lost","Normal"
4194,2145,"2025-04-06","Standard","Delivered","Normal"
4195,954,"2025-05-31","Standard","Lost","Normal"
4196,3575,"2025-04-17","Same-day","Pending","Fast"
4197,4978,"2024-05-24","Standard","Lost","Normal"
4198,1956,"2024-08-04","Same-day","Delivered","Fast"
4199,3470,"2024-07-27","Express","Delivered","Fast"
4200,4152,"2024-08-08","Same-day","Lost","Fast"
4201,1551,"2025-01-25","Same-day","Lost","Fast"
4202,2596,"2023-11-08","Same-day","Lost","Fast"
4203,4993,"2024-11-04","Express","Shipped","Fast"
4204,4842,"2025-06-06","Express","Lost","Fast"
4205,542,"2024-11-30","Express","Pending","Fast"
4206,3391,"2025-02-18","Same-day","Pending","Fast"
4207,3789,"2024-09-28","Same-day","Lost","Fast"
4208,3560,"2024-04-24","Express","Lost","Fast"
4209,2244,"2023-10-30","Express","Shipped","Fast"
4210,123,"2025-07-16","Standard","Delivered","Normal"
4211,1998,"2024-02-11","Same-day","Lost","Fast"
4212,1208,"2025-06-13","Express","Delivered","Fast"
4213,1846,"2025-04-06","Standard","Shipped","Normal"
4214,4731,"2024-06-21","Same-day","Pending","Fast"
4215,555,"2025-05-08","Express","Shipped","Fast"
4216,4683,"2024-10-13","Same-day","Shipped","Fast"
4217,1869,"2024-02-15","Same-day","Shipped","Fast"
4218,1472,"2023-09-04","Express","Pending","Fast"
4219,2813,"2023-08-06","Same-day","Lost","Fast"
4220,1147,"2024-08-09","Same-day","Pending","Fast"
4221,4372,"2024-10-03","Standard","Pending","Normal"
4222,1223,"2024-05-09","Same-day","Delivered","Fast"
4223,3296,"2025-05-10","Express","Pending","Fast"
4224,3721,"2024-11-20","Same-day","Delivered","Fast"
4225,834,"2023-10-24","Standard","Shipped","Normal"
4226,1433,"2023-11-07","Same-day","Delivered","Fast"
4227,3118,"2024-12-26","Same-day","Pending","Fast"
4228,4936,"2024-06-09","Standard","Pending","Normal"
4229,1970,"2025-07-03","Same-day","Delivered","Fast"
4230,3778,"2025-02-09","Express","Shipped","Fast"
4231,4778,"2023-09-19","Express","Lost","Fast"
4232,2131,"2024-05-31","Express","Shipped","Fast"
4233,4957,"2024-10-11","Same-day","Pending","Fast"
4234,4651,"2023-11-05","Express","Lost","Fast"
4235,2629,"2024-10-30","Standard","Delivered","Normal"
4236,1356,"2025-03-06","Standard","Lost","Normal"
4237,1528,"2025-02-23","Express","Lost","Fast"
4238,2565,"2024-10-07","Standard","Delivered","Normal"
4239,1516,"2024-04-01","Express","Pending","Fast"
4240,3396,"2025-07-03","Express","Lost","Fast"
4241,2108,"2025-04-17","Same-day","Lost","Fast"
4242,2115,"2025-07-03","Express","Delivered","Fast"
4243,2469,"2023-08-02","Express","Shipped","Fast"
4244,4262,"2025-06-12","Express","Pending","Fast"
4245,2281,"2023-08-26","Same-day","Shipped","Fast"
4246,2035,"2024-01-21","Same-day","Lost","Fast"
4247,3517,"2024-11-20","Standard","Pending","Normal"
4248,4442,"2024-06-06","Express","Lost","Fast"
4249,3564,"2025-01-15","Express","Lost","Fast"
4250,4156,"2024-07-17","Same-day","Shipped","Fast"
4251,926,"2024-07-03","Same-day","Lost","Fast"
4252,952,"2024-10-05","Standard","Delivered","Normal"
4253,610,"2025-04-05","Standard","Pending","Normal"
4254,2533,"2024-09-28","Same-day","Delivered","Fast"
4255,1824,"2024-05-03","Same-day","Shipped","Fast"
4256,1809,"2025-03-29","Standard","Pending","Normal"
4257,380,"2024-05-01","Same-day","Delivered","Fast"
4258,3491,"2025-01-18","Standard","Pending","Normal"
4259,2110,"2024-06-30","Express","Lost","Fast"
4260,200,"2024-01-30","Express","Lost","Fast"
4261,4957,"2024-05-22","Express","Delivered","Fast"
4262,4258,"2023-08-27","Express","Pending","Fast"
4263,201,"2023-10-03","Express","Pending","Fast"
4264,2626,"2024-02-23","Express","Pending","Fast"
4265,4604,"2024-04-16","Same-day","Shipped","Fast"
4266,4094,"2024-09-07","Express","Pending","Fast"
4267,3924,"2024-08-14","Express","Delivered","Fast"
4268,698,"2024-05-23","Express","Pending","Fast"
4269,2736,"2023-09-23","Express","Delivered","Fast"
4270,2600,"2024-05-04","Same-day","Pending","Fast"
4271,2849,"2025-01-13","Standard","Lost","Normal"
4272,4865,"2025-05-10","Express","Shipped","Fast"
4273,458,"2024-05-05","Express","Delivered","Fast"
4274,3184,"2023-11-15","Same-day","Pending","Fast"
4275,1368,"2024-10-19","Standard","Pending","Normal"
4276,3945,"2024-08-02","Standard","Lost","Normal"
4277,4348,"2025-06-06","Standard","Pending","Normal"
4278,3924,"2024-06-23","Same-day","Delivered","Fast"
4279,4996,"2025-04-06","Express","Shipped","Fast"
4280,428,"2024-05-06","Standard","Shipped","Normal"
4281,1407,"2024-12-04","Express","Shipped","Fast"
4282,2920,"2024-09-15","Same-day","Delivered","Fast"
4283,4728,"2023-10-19","Same-day","Lost","Fast"
4284,803,"2024-10-27","Standard","Delivered","Normal"
4285,1245,"2025-07-05","Express","Lost","Fast"
4286,130,"2024-11-24","Same-day","Delivered","Fast"
4287,2183,"2024-05-23","Express","Delivered","Fast"
4288,3197,"2023-07-21","Same-day","Lost","Fast"
4289,1929,"2024-01-18","Standard","Pending","Normal"
4290,3834,"2024-06-19","Standard","Lost","Normal"
4291,1379,"2025-04-08","Express","Lost","Fast"
4292,953,"2023-10-17","Standard","Shipped","Normal"
4293,3379,"2024-07-03","Same-day","Delivered","Fast"
4294,1463,"2025-07-19","Express","Shipped","Fast"
4295,3251,"2023-09-06","Express","Lost","Fast"
4296,3239,"2023-10-26","Express","Lost","Fast"
4297,185,"2024-12-13","Same-day","Shipped","Fast"
4298,1773,"2024-03-23","Express","Delivered","Fast"
4299,1195,"2024-02-11","Same-day","Delivered","Fast"
4300,1559,"2024-06-26","Express","Lost","Fast"
4301,2655,"2023-12-15","Same-day","Delivered","Fast"
4302,4168,"2023-11-03","Same-day","Lost","Fast"
4303,2433,"2024-07-30","Same-day","Lost","Fast"
4304,594,"2025-05-10","Express","Pending","Fast"
4305,4385,"2024-12-23","Express","Lost","Fast"
4306,55,"2023-10-29","Express","Shipped","Fast"
4307,1436,"2024-10-20","Same-day","Shipped","Fast"
4308,2618,"2025-07-07","Standard","Pending","Normal"
4309,2824,"2023-09-06","Express","Delivered","Fast"
4310,4829,"2023-11-03","Express","Shipped","Fast"
4311,4652,"2025-03-18","Standard","Delivered","Normal"
4312,4012,"2025-04-04","Standard","Lost","Normal"
4313,3838,"2025-07-01","Same-day","Pending","Fast"
4314,1863,"2023-08-23","Same-day","Lost","Fast"
4315,3731,"2023-11-11","Express","Shipped","Fast"
4316,4680,"2024-10-23","Express","Shipped","Fast"
4317,1603,"2024-04-01","Same-day","Shipped","Fast"
4318,4929,"2024-03-09","Express","Delivered","Fast"
4319,2941,"2023-10-24","Standard","Shipped","Normal"
4320,4005,"2024-01-13","Standard","Lost","Normal"
4321,4743,"2024-11-29","Express","Delivered","Fast"
4322,2588,"2024-07-15","Express","Lost","Fast"
4323,2837,"2025-02-05","Same-day","Delivered","Fast"
4324,553,"2023-09-10","Standard","Pending","Normal"
4325,4623,"2025-02-19","Express","Shipped","Fast"
4326,1197,"2023-08-31","Standard","Lost","Normal"
4327,2088,"2025-02-14","Standard","Pending","Normal"
4328,3699,"2024-11-22","Express","Shipped","Fast"
4329,2208,"2025-03-04","Express","Lost","Fast"
4330,700,"2024-05-13","Express","Lost","Fast"
4331,603,"2023-12-30","Express","Shipped","Fast"
4332,528,"2025-01-09","Same-day","Lost","Fast"
4333,3928,"2024-09-16","Same-day","Shipped","Fast"
4334,1775,"2025-05-18","Standard","Lost","Normal"
4335,3208,"2024-09-01","Express","Delivered","Fast"
4336,3736,"2024-10-21","Express","Lost","Fast"
4337,98,"2023-11-18","Standard","Pending","Normal"
4338,1790,"2024-08-17","Standard","Pending","Normal"
4339,4323,"2025-05-11","Standard","Lost","Normal"
4340,3488,"2025-02-21","Express","Pending","Fast"
4341,1216,"2025-07-05","Standard","Delivered","Normal"
4342,2910,"2025-02-27","Same-day","Shipped","Fast"
4343,3220,"2024-11-20","Express","Shipped","Fast"
4344,3794,"2023-07-31","Express","Shipped","Fast"
4345,3532,"2024-10-20","Express","Delivered","Fast"
4346,853,"2023-10-01","Standard","Delivered","Normal"
4347,848,"2024-09-03","Standard","Lost","Normal"
4348,1314,"2025-03-11","Express","Lost","Fast"
4349,2989,"2024-06-05","Express","Lost","Fast"
4350,4552,"2024-05-01","Standard","Shipped","Normal"
4351,2390,"2024-05-13","Same-day","Pending","Fast"
4352,1314,"2024-04-22","Same-day","Lost","Fast"
4353,1682,"2024-02-20","Standard","Delivered","Normal"
4354,1704,"2024-12-20","Express","Lost","Fast"
4355,251,"2024-06-08","Standard","Pending","Normal"
4356,119,"2024-06-14","Express","Shipped","Fast"
4357,4449,"2025-01-17","Same-day","Pending","Fast"
4358,352,"2025-01-31","Standard","Shipped","Normal"
4359,2962,"2023-10-24","Standard","Pending","Normal"
4360,3260,"2024-10-10","Express","Lost","Fast"
4361,2042,"2024-01-04","Express","Delivered","Fast"
4362,263,"2024-07-10","Express","Pending","Fast"
4363,4163,"2025-01-15","Express","Delivered","Fast"
4364,1198,"2025-01-31","Same-day","Shipped","Fast"
4365,4736,"2025-07-01","Standard","Lost","Normal"
4366,1361,"2024-07-03","Express","Shipped","Fast"
4367,2071,"2024-02-10","Express","Delivered","Fast"
4368,4577,"2025-04-06","Express","Shipped","Fast"
4369,1142,"2025-06-22","Same-day","Delivered","Fast"
4370,4189,"2024-11-02","Express","Delivered","Fast"
4371,3821,"2024-07-29","Express","Delivered","Fast"
4372,1829,"2024-01-08","Express","Pending","Fast"
4373,1404,"2023-08-27","Standard","Lost","Normal"
4374,907,"2025-03-09","Standard","Pending","Normal"
4375,323,"2023-09-27","Express","Shipped","Fast"
4376,3865,"2024-03-30","Same-day","Delivered","Fast"
4377,4274,"2025-03-01","Same-day","Pending","Fast"
4378,4299,"2023-09-11","Standard","Lost","Normal"
4379,1661,"2023-12-08","Standard","Lost","Normal"
4380,682,"2024-04-04","Express","Pending","Fast"
4381,1408,"2024-01-30","Same-day","Shipped","Fast"
4382,3616,"2024-09-16","Express","Delivered","Fast"
4383,1881,"2025-05-15","Same-day","Delivered","Fast"
4384,3497,"2024-06-25","Express","Lost","Fast"
4385,2893,"2025-01-13","Express","Lost","Fast"
4386,2381,"2024-01-01","Same-day","Shipped","Fast"
4387,4463,"2024-02-09","Standard","Lost","Normal"
4388,2859,"2025-03-20","Same-day","Shipped","Fast"
4389,1224,"2024-11-12","Same-day","Lost","Fast"
4390,1507,"2023-10-17","Express","Delivered","Fast"
4391,22,"2024-02-28","Standard","Delivered","Normal"
4392,3867,"2023-12-25","Express","Shipped","Fast"
4393,1096,"2024-09-13","Same-day","Delivered","Fast"
4394,54,"2024-10-04","Same-day","Delivered","Fast"
4395,525,"2025-06-02","Standard","Shipped","Normal"
4396,3680,"2024-02-09","Standard","Shipped","Normal"
4397,185,"2023-08-23","Same-day","Shipped","Fast"
4398,4509,"2025-07-04","Express","Delivered","Fast"
4399,2417,"2024-11-17","Same-day","Shipped","Fast"
4400,1129,"2023-10-18","Standard","Lost","Normal"
