order_id,shipping_id,shipping_method,shipping_status,shipping_date
ORD11495,SHP10495,Standard,In Transit,2024-10-10
ORD11496,SHP10496,Standard,Delivered,2023-12-05
ORD11497,SHP10497,Standard,Delivered,2023-12-04
ORD11498,SHP10498,Same Day,Delivered,2025-06-11
ORD11499,SHP10499,Standard,Delivered,2025-01-13
ORD11500,SHP10500,Standard,In Transit,2023-05-30
ORD11501,SHP10501,Standard,Delivered,2023-05-08
ORD11502,SHP10502,Same Day,Delivered,2023-03-24
ORD11503,SHP10503,Express,Delivered,2024-11-18
ORD11504,SHP10504,Same Day,Delivered,2024-10-29
ORD11505,SHP10505,Same Day,Delivered,2024-10-27
ORD11506,SHP10506,Standard,Delivered,2024-01-12
ORD11507,SHP10507,Express,Delivered,2024-07-26
ORD11508,SHP10508,Standard,Delivered,2023-03-05
ORD11509,SHP10509,Standard,Delivered,2024-05-19
ORD11510,SHP10510,Express,Delivered,2024-10-31
ORD11511,SHP10511,Express,Delivered,2024-03-30
ORD11512,SHP10512,Same Day,Delivered,2024-03-06
ORD11513,SHP10513,Express,Delivered,2025-05-22
ORD11514,SHP10514,Same Day,Failed,2024-03-03
ORD11515,SHP10515,Same Day,Delivered,2024-02-29
ORD11516,SHP10516,Standard,Delivered,2023-11-21
ORD11517,SHP10517,Standard,Delivered,2024-11-13
ORD11518,SHP10518,Standard,In Transit,2023-06-16
ORD11519,SHP10519,Express,In Transit,2024-08-24
ORD11520,SHP10520,Express,Delivered,2024-10-14
ORD11521,SHP10521,Same Day,Delivered,2024-04-10
ORD11522,SHP10522,Same Day,Delivered,2024-04-07
ORD11523,SHP10523,Same Day,Delivered,2023-07-09
ORD11524,SHP10524,Express,Delivered,2024-04-11
ORD11525,SHP10525,Same Day,Delivered,2025-07-04
ORD11526,SHP10526,Same Day,Delivered,2024-01-17
ORD11527,SHP10527,Express,Delivered,2023-01-04
ORD11528,SHP10528,Standard,Delivered,2024-09-11
ORD11529,SHP10529,Express,Delivered,2023-12-31
ORD11530,SHP10530,Same Day,In Transit,2023-03-14
ORD11531,SHP10531,Standard,Delivered,2024-03-08
ORD11532,SHP10532,Express,Delivered,2024-09-30
ORD11533,SHP10533,Standard,Delivered,2023-06-21
ORD11534,SHP10534,Standard,Delivered,2023-07-28
ORD11535,SHP10535,Same Day,Delivered,2025-04-09
ORD11536,SHP10536,Express,Delivered,2023-12-04
ORD11537,SHP10537,Same Day,Delivered,2024-04-21
ORD11538,SHP10538,Express,Delivered,2023-07-19
ORD11539,SHP10539,Express,In Transit,2024-11-02
ORD11540,SHP10540,Express,In Transit,2024-10-20
ORD11541,SHP10541,Standard,Delivered,2023-10-06
ORD11542,SHP10542,Standard,Delivered,2023-01-09
ORD11543,SHP10543,Same Day,Delivered,2025-06-24
ORD11544,SHP10544,Express,Delivered,2024-07-21
ORD11545,SHP10545,Express,Delivered,2024-09-09
ORD11546,SHP10546,Standard,Delivered,2025-05-05
ORD11547,SHP10547,Express,Delivered,2025-04-30
ORD11548,SHP10548,Same Day,In Transit,2024-07-27
ORD11549,SHP10549,Express,Delivered,2024-08-23
ORD11550,SHP10550,Express,Delivered,2025-02-10
ORD11551,SHP10551,Standard,Failed,2023-07-02
ORD11552,SHP10552,Express,Delivered,2023-09-03
ORD11553,SHP10553,Same Day,Cancelled,2023-07-27
ORD11554,SHP10554,Same Day,Delivered,2024-07-02
ORD11555,SHP10555,Same Day,Cancelled,2025-03-15
ORD11556,SHP10556,Same Day,Delivered,2024-04-12
ORD11557,SHP10557,Standard,Delivered,2023-03-25
ORD11558,SHP10558,Express,Delivered,2024-06-08
ORD11559,SHP10559,Standard,Failed,2024-02-26
ORD11560,SHP10560,Same Day,Delivered,2025-02-08
ORD11561,SHP10561,Express,Delivered,2024-01-25
ORD11562,SHP10562,Standard,Delivered,2024-01-30
ORD11563,SHP10563,Express,In Transit,2025-06-15
ORD11564,SHP10564,Same Day,Delivered,2025-03-13
ORD11565,SHP10565,Same Day,Delivered,2024-11-20
ORD11566,SHP10566,Express,Delivered,2023-05-09
ORD11567,SHP10567,Express,Delivered,2024-05-09
ORD11568,SHP10568,Same Day,Delivered,2023-02-19
ORD11569,SHP10569,Standard,Delivered,2024-12-20
ORD11570,SHP10570,Same Day,Delivered,2024-04-23
ORD11571,SHP10571,Express,Delivered,2024-09-14
ORD11572,SHP10572,Standard,In Transit,2024-04-11
ORD11573,SHP10573,Same Day,Delivered,2025-03-02
ORD11574,SHP10574,Express,Delivered,2025-04-30
ORD11575,SHP10575,Express,Delivered,2023-05-08
ORD11576,SHP10576,Express,Delivered,2024-04-21
ORD11577,SHP10577,Standard,In Transit,2023-05-19
ORD11578,SHP10578,Standard,Delivered,2024-09-11
ORD11579,SHP10579,Standard,In Transit,2025-03-30
ORD11580,SHP10580,Standard,Delivered,2025-04-26
ORD11581,SHP10581,Express,Delivered,2024-07-20
ORD11582,SHP10582,Express,Delivered,2025-05-02
ORD11583,SHP10583,Standard,Cancelled,2024-09-01
ORD11584,SHP10584,Standard,Cancelled,2025-02-24
ORD11585,SHP10585,Express,Delivered,2023-01-24
ORD11586,SHP10586,Same Day,Delivered,2024-07-23
ORD11587,SHP10587,Same Day,Delivered,2025-06-07
ORD11588,SHP10588,Express,Delivered,2025-02-08
ORD11589,SHP10589,Standard,Delivered,2023-08-26
ORD11590,SHP10590,Standard,Delivered,2023-03-03
ORD11591,SHP10591,Express,Delivered,2023-06-15
ORD11592,SHP10592,Same Day,Delivered,2025-02-14
ORD11593,SHP10593,Express,Delivered,2025-04-08
ORD11594,SHP10594,Express,In Transit,2023-08-05
ORD11595,SHP10595,Express,Delivered,2023-07-08
ORD11596,SHP10596,Standard,Delivered,2024-07-27
ORD11597,SHP10597,Standard,Delivered,2024-10-20
ORD11598,SHP10598,Standard,Delivered,2023-04-05
ORD11599,SHP10599,Same Day,Delivered,2023-11-12
ORD11600,SHP10600,Express,Failed,2024-07-13
ORD11601,SHP10601,Express,Delivered,2023-09-15
ORD11602,SHP10602,Same Day,Delivered,2024-06-19
ORD11603,SHP10603,Standard,Delivered,2024-06-17
ORD11604,SHP10604,Express,Delivered,2023-02-22
ORD11605,SHP10605,Same Day,Cancelled,2023-12-08
ORD11606,SHP10606,Standard,Delivered,2023-06-23
ORD11607,SHP10607,Standard,Delivered,2023-03-10
ORD11608,SHP10608,Express,Delivered,2024-09-22
ORD11609,SHP10609,Standard,Delivered,2023-11-01
ORD11610,SHP10610,Same Day,Delivered,2024-11-06
ORD11611,SHP10611,Standard,Failed,2025-02-18
ORD11612,SHP10612,Express,Delivered,2025-04-17
ORD11613,SHP10613,Same Day,Delivered,2023-08-26
ORD11614,SHP10614,Standard,Delivered,2025-04-19
ORD11615,SHP10615,Standard,Failed,2023-03-10
ORD11616,SHP10616,Standard,Delivered,2024-05-23
ORD11617,SHP10617,Same Day,Delivered,2023-02-03
ORD11618,SHP10618,Standard,Delivered,2024-09-22
ORD11619,SHP10619,Express,Delivered,2023-02-24
ORD11620,SHP10620,Same Day,Delivered,2024-11-25
ORD11621,SHP10621,Same Day,Cancelled,2023-09-23
ORD11622,SHP10622,Standard,Delivered,2024-08-17
ORD11623,SHP10623,Same Day,Delivered,2025-02-25
ORD11624,SHP10624,Express,In Transit,2024-09-15
ORD11625,SHP10625,Same Day,Delivered,2024-08-13
ORD11626,SHP10626,Express,Delivered,2024-11-18
ORD11627,SHP10627,Standard,Delivered,2023-07-04
ORD11628,SHP10628,Same Day,Failed,2023-01-24
ORD11629,SHP10629,Express,Delivered,2025-03-01
ORD11630,SHP10630,Standard,Delivered,2023-05-15
ORD11631,SHP10631,Express,Delivered,2023-10-24
ORD11632,SHP10632,Same Day,Delivered,2025-04-16
ORD11633,SHP10633,Same Day,Delivered,2024-05-16
ORD11634,SHP10634,Express,Failed,2023-07-06
ORD11635,SHP10635,Standard,Delivered,2024-04-25
ORD11636,SHP10636,Standard,Delivered,2024-07-26
ORD11637,SHP10637,Standard,Delivered,2024-05-09
ORD11638,SHP10638,Standard,Delivered,2024-05-31
ORD11639,SHP10639,Express,Delivered,2024-10-06
ORD11640,SHP10640,Same Day,Delivered,2023-03-10
ORD11641,SHP10641,Express,Delivered,2025-03-17
ORD11642,SHP10642,Same Day,Cancelled,2024-04-13
ORD11643,SHP10643,Same Day,Failed,2023-10-17
ORD11644,SHP10644,Express,Delivered,2024-08-26
ORD11645,SHP10645,Express,In Transit,2024-02-23
ORD11646,SHP10646,Standard,Delivered,2023-04-16
ORD11647,SHP10647,Same Day,In Transit,2023-07-12
ORD11648,SHP10648,Standard,Delivered,2025-06-10
ORD11649,SHP10649,Standard,In Transit,2025-05-12
ORD11650,SHP10650,Express,Delivered,2024-01-29
ORD11651,SHP10651,Standard,Delivered,2023-08-30
ORD11652,SHP10652,Standard,Delivered,2025-02-21
ORD11653,SHP10653,Standard,Delivered,2025-01-03
ORD11654,SHP10654,Express,Delivered,2024-02-22
ORD11655,SHP10655,Standard,In Transit,2023-06-27
ORD11656,SHP10656,Standard,Delivered,2024-01-27
ORD11657,SHP10657,Express,Delivered,2024-04-18
ORD11658,SHP10658,Express,Delivered,2025-05-08
ORD11659,SHP10659,Express,Delivered,2023-08-23
ORD11660,SHP10660,Same Day,In Transit,2024-10-25
ORD11661,SHP10661,Express,Delivered,2024-03-31
ORD11662,SHP10662,Same Day,Delivered,2023-10-06
ORD11663,SHP10663,Express,Delivered,2023-08-21
ORD11664,SHP10664,Express,Delivered,2023-06-26
ORD11665,SHP10665,Express,Delivered,2025-01-08
ORD11666,SHP10666,Same Day,Delivered,2023-08-07
ORD11667,SHP10667,Standard,Delivered,2023-10-12
ORD11668,SHP10668,Express,Delivered,2023-02-15
ORD11669,SHP10669,Same Day,Delivered,2023-05-03
ORD11670,SHP10670,Express,Delivered,2023-08-16
ORD11671,SHP10671,Standard,Delivered,2023-10-23
ORD11672,SHP10672,Same Day,Delivered,2024-08-23
ORD11673,SHP10673,Express,Delivered,2023-09-27
ORD11674,SHP10674,Express,In Transit,2024-06-25
ORD11675,SHP10675,Express,Delivered,2025-01-30
ORD11676,SHP10676,Standard,Delivered,2025-04-08
ORD11677,SHP10677,Same Day,Delivered,2024-03-31
ORD11678,SHP10678,Express,Delivered,2024-03-30
ORD11679,SHP10679,Express,Delivered,2025-01-29
ORD11680,SHP10680,Same Day,Delivered,2023-03-06
ORD11681,SHP10681,Standard,Delivered,2024-05-22
ORD11682,SHP10682,Standard,In Transit,2023-05-31
ORD11683,SHP10683,Standard,In Transit,2024-11-21
ORD11684,SHP10684,Standard,Delivered,2025-03-03
ORD11685,SHP10685,Standard,Delivered,2023-12-02
ORD11686,SHP10686,Express,Delivered,2025-06-04
ORD11687,SHP10687,Express,Delivered,2025-06-11
ORD11688,SHP10688,Express,Failed,2023-05-25
ORD11689,SHP10689,Same Day,Delivered,2023-02-18
ORD11690,SHP10690,Standard,Cancelled,2023-05-25
ORD11691,SHP10691,Same Day,Delivered,2025-05-17
ORD11692,SHP10692,Standard,Delivered,2023-12-03
ORD11693,SHP10693,Standard,Delivered,2024-05-16
ORD11694,SHP10694,Same Day,Delivered,2024-02-03
ORD11695,SHP10695,Express,Delivered,2023-02-27
ORD11696,SHP10696,Same Day,Delivered,2023-11-08
ORD11697,SHP10697,Express,Delivered,2025-05-23
ORD11698,SHP10698,Standard,Delivered,2024-03-04
ORD11699,SHP10699,Express,Delivered,2024-02-25
ORD11700,SHP10700,Standard,Delivered,2024-11-06
ORD11701,SHP10701,Standard,Delivered,2025-03-09
ORD11702,SHP10702,Express,Delivered,2023-11-27
ORD11703,SHP10703,Standard,Delivered,2024-12-16
ORD11704,SHP10704,Express,Delivered,2024-11-04
ORD11705,SHP10705,Same Day,Delivered,2023-03-26
ORD11706,SHP10706,Standard,Delivered,2023-02-05
ORD11707,SHP10707,Standard,Delivered,2023-04-27
ORD11708,SHP10708,Same Day,Delivered,2024-07-15
ORD11709,SHP10709,Standard,Delivered,2025-05-15
ORD11710,SHP10710,Same Day,Delivered,2024-12-22
ORD11711,SHP10711,Same Day,Delivered,2024-07-22
ORD11712,SHP10712,Standard,Delivered,2024-10-17
ORD11713,SHP10713,Same Day,Delivered,2024-04-18
ORD11714,SHP10714,Same Day,Delivered,2023-03-17
ORD11715,SHP10715,Same Day,Delivered,2024-07-09
ORD11716,SHP10716,Standard,Delivered,2024-04-26
ORD11717,SHP10717,Same Day,Failed,2024-08-14
ORD11718,SHP10718,Express,Delivered,2024-01-27
ORD11719,SHP10719,Express,Delivered,2024-12-01
ORD11720,SHP10720,Same Day,Delivered,2025-06-03
ORD11721,SHP10721,Express,Delivered,2024-07-19
ORD11722,SHP10722,Standard,Delivered,2024-03-13
ORD11723,SHP10723,Same Day,Delivered,2024-02-22
ORD11724,SHP10724,Standard,Delivered,2024-04-16
ORD11725,SHP10725,Express,Delivered,2024-08-24
ORD11726,SHP10726,Express,Delivered,2024-09-17
ORD11727,SHP10727,Express,Delivered,2025-07-02
ORD11728,SHP10728,Express,Failed,2025-01-08
ORD11729,SHP10729,Standard,Delivered,2023-09-06
ORD11730,SHP10730,Same Day,Delivered,2024-08-07
ORD11731,SHP10731,Standard,Delivered,2023-05-03
ORD11732,SHP10732,Same Day,Cancelled,2023-03-09
ORD11733,SHP10733,Express,Delivered,2024-08-01
ORD11734,SHP10734,Express,Delivered,2023-11-26
ORD11735,SHP10735,Express,Delivered,2024-12-04
ORD11736,SHP10736,Express,Delivered,2024-04-19
ORD11737,SHP10737,Standard,Delivered,2024-05-10
ORD11738,SHP10738,Same Day,Delivered,2024-12-02
ORD11739,SHP10739,Same Day,Delivered,2024-10-28
ORD11740,SHP10740,Express,Delivered,2023-10-18
ORD11741,SHP10741,Standard,Delivered,2024-09-02
ORD11742,SHP10742,Express,Delivered,2023-11-14
ORD11743,SHP10743,Same Day,Delivered,2023-11-11
ORD11744,SHP10744,Same Day,Delivered,2025-02-16
ORD11745,SHP10745,Standard,Delivered,2023-04-08
ORD11746,SHP10746,Same Day,Delivered,2023-04-26
ORD11747,SHP10747,Standard,Delivered,2024-10-03
ORD11748,SHP10748,Express,Delivered,2024-04-02
ORD11749,SHP10749,Express,Delivered,2024-04-13
ORD11750,SHP10750,Standard,Delivered,2023-05-13
ORD11751,SHP10751,Express,Failed,2023-05-05
ORD11752,SHP10752,Standard,Delivered,2023-07-19
ORD11753,SHP10753,Express,Delivered,2025-03-21
ORD11754,SHP10754,Express,Delivered,2024-04-29
ORD11755,SHP10755,Same Day,Delivered,2024-09-29
ORD11756,SHP10756,Same Day,Delivered,2025-03-09
ORD11757,SHP10757,Standard,Delivered,2025-06-19
ORD11758,SHP10758,Express,Delivered,2025-02-15
ORD11759,SHP10759,Express,Delivered,2023-02-10
ORD11760,SHP10760,Express,Delivered,2024-07-25
ORD11761,SHP10761,Same Day,In Transit,2024-05-31
ORD11762,SHP10762,Standard,Delivered,2024-04-22
ORD11763,SHP10763,Standard,Delivered,2023-06-11
ORD11764,SHP10764,Standard,Delivered,2023-10-22
ORD11765,SHP10765,Express,Delivered,2023-07-21
ORD11766,SHP10766,Standard,Delivered,2025-03-01
ORD11767,SHP10767,Same Day,Delivered,2024-06-13
ORD11768,SHP10768,Same Day,In Transit,2024-11-17
ORD11769,SHP10769,Standard,Delivered,2024-05-20
ORD11770,SHP10770,Express,Delivered,2023-09-10
ORD11771,SHP10771,Same Day,Delivered,2024-01-20
ORD11772,SHP10772,Same Day,Delivered,2023-08-12
ORD11773,SHP10773,Express,Delivered,2023-03-30
ORD11774,SHP10774,Express,Delivered,2023-03-24
ORD11775,SHP10775,Standard,Failed,2023-03-09
ORD11776,SHP10776,Same Day,Delivered,2025-03-10
ORD11777,SHP10777,Same Day,In Transit,2024-05-20
ORD11778,SHP10778,Standard,Delivered,2023-02-15
ORD11779,SHP10779,Standard,Delivered,2023-01-15
ORD11780,SHP10780,Same Day,Delivered,2025-04-18
ORD11781,SHP10781,Same Day,Delivered,2025-01-21
ORD11782,SHP10782,Express,Delivered,2025-04-25
ORD11783,SHP10783,Express,Delivered,2024-10-09
ORD11784,SHP10784,Same Day,Delivered,2023-04-29
ORD11785,SHP10785,Same Day,Delivered,2023-08-11
ORD11786,SHP10786,Express,Delivered,2024-10-15
ORD11787,SHP10787,Standard,Delivered,2023-04-17
ORD11788,SHP10788,Standard,Delivered,2024-11-26
ORD11789,SHP10789,Same Day,Delivered,2024-06-16
ORD11790,SHP10790,Same Day,Failed,2024-04-20
ORD11791,SHP10791,Express,Delivered,2025-01-27
ORD11792,SHP10792,Same Day,Delivered,2025-04-27
ORD11793,SHP10793,Standard,Delivered,2025-06-16
ORD11794,SHP10794,Express,Delivered,2024-01-27
ORD11795,SHP10795,Express,Delivered,2023-08-20
ORD11796,SHP10796,Standard,Delivered,2024-04-30
ORD11797,SHP10797,Standard,Delivered,2025-01-24
ORD11798,SHP10798,Express,In Transit,2024-02-18
ORD11799,SHP10799,Same Day,Delivered,2024-04-06
ORD11800,SHP10800,Standard,Delivered,2024-10-15
ORD11801,SHP10801,Express,Delivered,2025-06-18
ORD11802,SHP10802,Same Day,Delivered,2024-12-17
ORD11803,SHP10803,Same Day,Delivered,2024-09-18
ORD11804,SHP10804,Express,Delivered,2024-10-05
ORD11805,SHP10805,Standard,In Transit,2023-01-27
ORD11806,SHP10806,Same Day,Delivered,2024-10-24
ORD11807,SHP10807,Standard,In Transit,2024-08-29
ORD11808,SHP10808,Express,Failed,2025-03-29
ORD11809,SHP10809,Standard,Failed,2023-07-27
ORD11810,SHP10810,Same Day,Delivered,2024-02-22
ORD11811,SHP10811,Express,Delivered,2024-02-24
ORD11812,SHP10812,Same Day,Delivered,2024-03-29
ORD11813,SHP10813,Same Day,Delivered,2024-06-01
ORD11814,SHP10814,Express,Failed,2023-03-30
ORD11815,SHP10815,Express,Delivered,2023-06-18
ORD11816,SHP10816,Standard,Delivered,2024-01-21
ORD11817,SHP10817,Express,Delivered,2024-04-14
ORD11818,SHP10818,Standard,Delivered,2023-03-17
ORD11819,SHP10819,Express,Delivered,2025-03-24
ORD11820,SHP10820,Same Day,Delivered,2024-06-10
ORD11821,SHP10821,Standard,Delivered,2025-03-08
ORD11822,SHP10822,Express,Delivered,2024-04-22
ORD11823,SHP10823,Standard,Delivered,2023-09-16
ORD11824,SHP10824,Standard,Delivered,2023-10-06
ORD11825,SHP10825,Standard,Delivered,2025-01-24
ORD11826,SHP10826,Same Day,Delivered,2023-01-25
ORD11827,SHP10827,Express,Delivered,2024-05-06
ORD11828,SHP10828,Express,In Transit,2025-01-16
ORD11829,SHP10829,Standard,Delivered,2024-05-06
ORD11830,SHP10830,Express,In Transit,2025-01-05
ORD11831,SHP10831,Same Day,Delivered,2023-11-27
ORD11832,SHP10832,Standard,Delivered,2024-06-14
ORD11833,SHP10833,Same Day,Delivered,2025-06-12
ORD11834,SHP10834,Same Day,Delivered,2023-04-03
ORD11835,SHP10835,Express,Delivered,2024-05-06
ORD11836,SHP10836,Express,Delivered,2024-12-10
ORD11837,SHP10837,Standard,Failed,2023-12-20
ORD11838,SHP10838,Same Day,Delivered,2023-03-26
ORD11839,SHP10839,Express,Cancelled,2024-01-24
ORD11840,SHP10840,Standard,Delivered,2023-04-03
ORD11841,SHP10841,Standard,Delivered,2023-11-07
ORD11842,SHP10842,Express,Delivered,2025-05-05
ORD11843,SHP10843,Same Day,Delivered,2023-06-05
ORD11844,SHP10844,Standard,Delivered,2024-03-16
ORD11845,SHP10845,Express,Delivered,2025-01-11
ORD11846,SHP10846,Standard,Failed,2023-09-25
ORD11847,SHP10847,Express,Delivered,2025-01-05
ORD11848,SHP10848,Standard,Delivered,2024-02-26
ORD11849,SHP10849,Same Day,Delivered,2024-05-08
ORD11850,SHP10850,Standard,Delivered,2024-09-27
ORD11851,SHP10851,Express,Delivered,2024-02-19
ORD11852,SHP10852,Express,Delivered,2023-06-25
ORD11853,SHP10853,Express,Delivered,2023-01-10
ORD11854,SHP10854,Same Day,Delivered,2025-05-04
ORD11855,SHP10855,Express,Delivered,2024-10-04
ORD11856,SHP10856,Express,Delivered,2024-04-18
ORD11857,SHP10857,Same Day,Cancelled,2023-04-23
ORD11858,SHP10858,Express,Delivered,2025-05-21
ORD11859,SHP10859,Express,Delivered,2023-02-12
ORD11860,SHP10860,Same Day,Delivered,2024-08-06
ORD11861,SHP10861,Standard,Delivered,2025-03-12
ORD11862,SHP10862,Express,Failed,2023-02-06
ORD11863,SHP10863,Standard,In Transit,2024-01-22
ORD11864,SHP10864,Same Day,Delivered,2023-09-29
ORD11865,SHP10865,Express,In Transit,2023-01-13
ORD11866,SHP10866,Express,In Transit,2023-12-16
ORD11867,SHP10867,Same Day,Delivered,2025-04-25
ORD11868,SHP10868,Express,In Transit,2024-07-01
ORD11869,SHP10869,Standard,Delivered,2024-07-28
ORD11870,SHP10870,Standard,Delivered,2023-06-18
ORD11871,SHP10871,Same Day,Delivered,2024-12-05
ORD11872,SHP10872,Express,Delivered,2023-12-13
ORD11873,SHP10873,Express,In Transit,2024-05-01
ORD11874,SHP10874,Same Day,Delivered,2023-01-25
ORD11875,SHP10875,Standard,In Transit,2024-09-24
ORD11876,SHP10876,Standard,Delivered,2023-07-05
ORD11877,SHP10877,Same Day,Delivered,2025-02-23
ORD11878,SHP10878,Express,Delivered,2024-07-03
ORD11879,SHP10879,Standard,In Transit,2023-01-11
ORD11880,SHP10880,Express,Delivered,2024-08-20
ORD11881,SHP10881,Standard,Delivered,2023-07-14
ORD11882,SHP10882,Express,Delivered,2023-11-18
ORD11883,SHP10883,Standard,Delivered,2024-12-07
ORD11884,SHP10884,Express,Cancelled,2024-08-04
ORD11885,SHP10885,Same Day,Delivered,2024-04-25
ORD11886,SHP10886,Standard,Delivered,2025-05-14
ORD11887,SHP10887,Same Day,Delivered,2024-09-29
ORD11888,SHP10888,Standard,Delivered,2024-03-05
ORD11889,SHP10889,Standard,Delivered,2025-04-28
ORD11890,SHP10890,Standard,Delivered,2023-03-05
ORD11891,SHP10891,Express,Failed,2024-03-15
ORD11892,SHP10892,Standard,Delivered,2023-04-10
ORD11893,SHP10893,Same Day,Delivered,2024-05-12
ORD11894,SHP10894,Express,Cancelled,2025-03-02
ORD11895,SHP10895,Express,Delivered,2024-10-23
ORD11896,SHP10896,Standard,Delivered,2023-10-11
ORD11897,SHP10897,Express,Delivered,2023-09-26
ORD11898,SHP10898,Standard,Delivered,2023-01-15
ORD11899,SHP10899,Same Day,Delivered,2024-04-06
ORD11900,SHP10900,Express,Failed,2025-03-07
ORD11901,SHP10901,Express,Delivered,2023-10-01
ORD11902,SHP10902,Same Day,Delivered,2025-03-26
ORD11903,SHP10903,Same Day,Delivered,2023-01-12
ORD11904,SHP10904,Standard,Delivered,2023-08-01
ORD11905,SHP10905,Express,Delivered,2024-10-03
ORD11906,SHP10906,Same Day,Delivered,2023-05-08
ORD11907,SHP10907,Express,Delivered,2023-02-07
ORD11908,SHP10908,Same Day,Delivered,2024-05-28
ORD11909,SHP10909,Express,Failed,2023-07-26
ORD11910,SHP10910,Same Day,Delivered,2024-06-03
ORD11911,SHP10911,Express,Cancelled,2025-03-23
ORD11912,SHP10912,Standard,Delivered,2024-06-05
ORD11913,SHP10913,Express,In Transit,2024-03-24
ORD11914,SHP10914,Standard,Delivered,2024-08-19
ORD11915,SHP10915,Standard,Cancelled,2025-02-27
ORD11916,SHP10916,Standard,Failed,2024-11-22
ORD11917,SHP10917,Express,Cancelled,2025-04-30
ORD11918,SHP10918,Express,Cancelled,2025-04-13
ORD11919,SHP10919,Standard,Delivered,2023-12-11
ORD11920,SHP10920,Same Day,Delivered,2024-03-19
ORD11921,SHP10921,Express,Delivered,2024-03-21
ORD11922,SHP10922,Express,Delivered,2023-05-20
ORD11923,SHP10923,Express,Cancelled,2024-01-28
ORD11924,SHP10924,Express,Delivered,2023-01-26
ORD11925,SHP10925,Standard,Delivered,2024-05-25
ORD11926,SHP10926,Same Day,Delivered,2023-11-22
ORD11927,SHP10927,Same Day,Delivered,2024-11-29
ORD11928,SHP10928,Same Day,Delivered,2024-11-11
ORD11929,SHP10929,Same Day,Delivered,2023-12-05
ORD11930,SHP10930,Standard,Delivered,2024-11-25
ORD11931,SHP10931,Express,Delivered,2025-06-09
ORD11932,SHP10932,Express,Delivered,2023-04-10
ORD11933,SHP10933,Standard,Delivered,2024-07-03
ORD11934,SHP10934,Express,Cancelled,2024-09-15
ORD11935,SHP10935,Standard,Delivered,2023-05-31
ORD11936,SHP10936,Same Day,Delivered,2025-06-14
ORD11937,SHP10937,Standard,Delivered,2023-08-21
ORD11938,SHP10938,Express,Delivered,2025-02-24
ORD11939,SHP10939,Express,Delivered,2025-05-02
ORD11940,SHP10940,Express,Delivered,2024-05-15
ORD11941,SHP10941,Same Day,Delivered,2023-02-11
ORD11942,SHP10942,Standard,Delivered,2024-03-05
ORD11943,SHP10943,Standard,Failed,2024-10-14
ORD11944,SHP10944,Express,Delivered,2025-04-30
ORD11945,SHP10945,Standard,Delivered,2025-01-17
ORD11946,SHP10946,Express,Cancelled,2024-03-18
ORD11947,SHP10947,Standard,Delivered,2025-04-14
ORD11948,SHP10948,Same Day,Delivered,2024-01-08
ORD11949,SHP10949,Same Day,Delivered,2023-12-14
ORD11950,SHP10950,Standard,Delivered,2023-06-15
ORD11951,SHP10951,Same Day,Cancelled,2024-07-05
ORD11952,SHP10952,Same Day,Delivered,2024-10-29
ORD11953,SHP10953,Same Day,Delivered,2025-07-03
ORD11954,SHP10954,Express,Failed,2025-04-02
ORD11955,SHP10955,Standard,Delivered,2024-06-27
ORD11956,SHP10956,Standard,Delivered,2023-05-28
ORD11957,SHP10957,Express,In Transit,2024-08-14
ORD11958,SHP10958,Express,Delivered,2024-10-24
ORD11959,SHP10959,Same Day,Delivered,2025-01-14
ORD11960,SHP10960,Standard,Delivered,2024-07-31
ORD11961,SHP10961,Express,In Transit,2025-05-09
ORD11962,SHP10962,Same Day,Delivered,2023-12-17
ORD11963,SHP10963,Standard,Delivered,2023-10-01
ORD11964,SHP10964,Same Day,Delivered,2025-04-24
ORD11965,SHP10965,Standard,Delivered,2024-12-02
ORD11966,SHP10966,Same Day,Delivered,2025-02-12
ORD11967,SHP10967,Standard,Cancelled,2023-09-30
ORD11968,SHP10968,Standard,Delivered,2023-06-24
ORD11969,SHP10969,Standard,Delivered,2025-02-15
ORD11970,SHP10970,Standard,Delivered,2025-01-11
ORD11971,SHP10971,Same Day,Delivered,2023-02-04
ORD11972,SHP10972,Express,Failed,2024-01-17
ORD11973,SHP10973,Standard,Delivered,2023-08-04
ORD11974,SHP10974,Standard,Delivered,2024-07-21
ORD11975,SHP10975,Standard,Cancelled,2024-03-16
ORD11976,SHP10976,Standard,Delivered,2024-05-12
ORD11977,SHP10977,Same Day,Delivered,2024-02-02
ORD11978,SHP10978,Express,Delivered,2024-05-05
ORD11979,SHP10979,Express,Cancelled,2024-12-25
ORD11980,SHP10980,Express,Delivered,2023-02-01
ORD11981,SHP10981,Same Day,Delivered,2023-02-14
ORD11982,SHP10982,Express,In Transit,2025-05-09
ORD11983,SHP10983,Same Day,Delivered,2024-09-07
ORD11984,SHP10984,Same Day,Delivered,2023-06-27
ORD11985,SHP10985,Standard,Delivered,2023-01-23
ORD11986,SHP10986,Same Day,Delivered,2023-02-28
ORD11987,SHP10987,Express,Delivered,2023-08-17
ORD11988,SHP10988,Express,Delivered,2024-07-12
ORD11989,SHP10989,Express,Delivered,2023-03-11
ORD11990,SHP10990,Standard,Delivered,2023-07-21
ORD11991,SHP10991,Standard,In Transit,2024-10-16
ORD11992,SHP10992,Standard,Delivered,2025-04-16
ORD11993,SHP10993,Same Day,In Transit,2023-01-24
ORD11994,SHP10994,Express,Delivered,2024-09-02
